date,source_file,weather_system,region,height_km,pressure_level,status
2026-05-21,AIWS 20260521.docx,Trough,along long. 89°e to the north of lat. 20°n,3.1,,
2026-05-21,AIWS 20260521.docx,CYCIR,gangetic west bengal & adjoining bangladesh lay over south bangladesh,1.5,,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,south coastal odisha,1.5,,lay over
2026-05-21,AIWS 20260521.docx,Trough,southwest bay of bengal between 3.1 & 4.5 km above msl.,0.0,,
2026-05-21,AIWS 20260521.docx,CYCIR,north haryana & neighbourhood,1.5,,lay over
2026-05-21,AIWS 20260521.docx,WD,north pakistan,0.0,,became less marked
2026-05-21,AIWS 20260521.docx,CYCIR,central parts of north uttar pradesh,0.0,,became less marked
2026-05-22,AIWS 20260522.docx,WD,north pakistan & neighbourhood,3.1,,became less marked
2026-05-22,AIWS 20260522.docx,Trough,with a trough aloft in middle and upper tropospheric westerlies with its axis at 7.6 km above msl.,7.6,,
2026-05-22,AIWS 20260522.docx,CYCIR,north haryana & neighbourhood lay over northwest uttar pradesh & neighbourhood,0.0,,extended
2026-05-22,AIWS 20260522.docx,CYCIR,south coastal odisha,0.0,,extended
2026-05-22,AIWS 20260522.docx,CYCIR,central assam & neighbourhood,1.5,,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,southeast bay of bengal & neighbourhood,3.1,,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,southeast arabian sea & neighbourhood,3.1,,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,southeast arabian sea to comorin area across kerala,3.1,,
2026-05-22,AIWS 20260522.docx,CYCIR,northwest uttar pradesh to the upper air cyclonic circulation over interior odisha across east uttar pradesh,0.0,,
2026-05-22,AIWS 20260522.docx,Trough,east uttar pradesh ; south coastal odisha merged with the above trough,0.0,,merged
2026-05-22,AIWS 20260522.docx,CYCIR,eastcentral arabian sea & neighbourhood,0.0,,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,punjab & neighbourhood,0.0,,became less marked
2026-05-22,AIWS 20260522.docx,CYCIR,east uttar pradesh & neighbourhood,0.0,,became less marked
2026-05-22,AIWS 20260522.docx,Trough,along long. 89°e to the north of lat. 20°n,0.0,,became less marked
2026-05-22,AIWS 20260522.docx,Trough,southwest bay of bengal,0.0,,became less marked
2026-05-22,AIWS 20260522.docx,CYCIR,north tamil nadu & neighbourhood,0.9,,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,coastal bangladesh,0.0,,became less marked
2026-05-23,AIWS 20260523.docx,WD,north pakistan & neighbourhood lay over jammu & neighbourhood,3.1,,became less marked
2026-05-23,AIWS 20260523.docx,Trough,"however, the trough aloft in middle and upper tropospheric westerlies with its axis at 5.8 km above msl.",5.8,,
2026-05-23,AIWS 20260523.docx,CYCIR,central assam & neighbourhood,0.0,,persisted
2026-05-23,AIWS 20260523.docx,CYCIR,southeast bay of bengal & neighbourhood lay over southeast adjoining central bay of bengal between 3.1 & 5.8 km above msl.,0.0,,lay over
2026-05-23,AIWS 20260523.docx,CYCIR,northwest uttar pradesh to the upper air cyclonic circulation over interior odisha ran from the upper air cyclonic circulation over southwest bihar to north coastal,0.9,,
2026-05-23,AIWS 20260523.docx,CYCIR,south bihar & neighbourhood,0.9,,lay over
2026-05-23,AIWS 20260523.docx,Trough,punjab ; southwest rajasthan,1.5,,
2026-05-23,AIWS 20260523.docx,Trough,a trough in westerlies with its axis at 5.8 km above msl.,5.8,,
2026-05-23,AIWS 20260523.docx,CYCIR,southwest arabian sea between 3.1 & 5.8 km above msl.,0.0,,lay over
2026-05-23,AIWS 20260523.docx,CYCIR,eastcentral arabian sea & neighbourhood,0.0,,became less marked
2026-05-23,AIWS 20260523.docx,CYCIR,southeast arabian sea to comorin area across kerala,0.0,,became less marked
2026-05-23,AIWS 20260523.docx,CYCIR,southeast arabian sea & neighbourhood,0.0,,became less marked
2026-05-23,AIWS 20260523.docx,CYCIR,rayalaseema,3.1,,lay over
2026-05-23,AIWS 20260523.docx,CYCIR,southeast bay of bengal to north kerala across southwest bay of bengal,0.0,,became less marked
2026-05-23,AIWS 20260523.docx,CYCIR,,0.0,,became less marked
2026-05-23,AIWS 20260523.docx,CYCIR,interior odisha & neighbourhood,0.0,,became less marked
2026-05-23,AIWS 20260523.docx,WD,,0.0,,
2026-05-24,AIWS 20260524.docx,WD,jammu & neighbourhood,3.1,,
2026-05-24,AIWS 20260524.docx,CYCIR,south bihar & neighbourhood,0.9,,persisted
2026-05-24,AIWS 20260524.docx,CYCIR,southwest bihar to north coastal,0.0,,extended
2026-05-24,AIWS 20260524.docx,CYCIR,central assam & neighbourhood,0.9,,persisted
2026-05-24,AIWS 20260524.docx,CYCIR,southeast adjoining central bay of bengal lay over southwest bay of bengal & neighbourhood between 3.1 & 5.8 km above msl.,0.0,,lay over
2026-05-24,AIWS 20260524.docx,WD,,0.0,,
2026-05-24,AIWS 20260524.docx,Trough,punjab ; southwest rajasthan,0.0,,became less marked
2026-05-24,AIWS 20260524.docx,Trough,the trough in westerlies with its axis at 5.8 km above msl.,5.8,,
2026-05-24,AIWS 20260524.docx,CYCIR,southwest arabian sea,0.0,,became less marked
